epoch,step,train_F1,train_OA,train_mIoU,val_F1,val_OA,val_mIoU
0,794,0.3409810960292816,0.4968951642513275,0.12628135085105896,,,
1,1589,0.6664295792579651,0.4997333288192749,0.1665777713060379,,,
2,2384,0.33320483565330505,0.4997096657752991,0.12492754310369492,,,
3,3179,0.6664111614227295,0.49971261620521545,0.12492815405130386,,,
4,3974,,,,0.8084715008735657,0.7792996168136597,0.45257091522216797
4,3974,0.49607598781585693,0.7247440218925476,0.29692763090133667,,,
5,4769,0.8223317861557007,0.7948689460754395,0.34923043847084045,,,
6,5564,0.8312784433364868,0.8031955361366272,0.47422051429748535,,,
7,6359,0.6791926622390747,0.8223741054534912,0.557285487651825,,,
8,7154,0.7528679370880127,0.8361871838569641,0.4671092927455902,,,
9,7949,,,,0.7724689245223999,0.8409602642059326,0.6438291668891907
9,7949,0.7667226791381836,0.8417036533355713,0.6381427645683289,,,
10,8744,0.7700613141059875,0.8441513180732727,0.6423279643058777,,,
11,9539,0.7721328735351562,0.8449530601501465,0.6445640325546265,,,
12,10334,0.775530219078064,0.8478034734725952,0.6490118503570557,,,
13,11129,0.7802274823188782,0.8504050970077515,0.6546251773834229,,,
14,11924,,,,0.7627843022346497,0.8427714109420776,0.6351919174194336
14,11924,0.7846332788467407,0.8520059585571289,0.6596675515174866,,,
15,12719,0.7868000864982605,0.8531426191329956,0.6622529029846191,,,
16,13514,0.7885375618934631,0.8539803624153137,0.6643357276916504,,,
17,14309,0.7914303541183472,0.8561275601387024,0.6681080460548401,,,
18,15104,0.794151246547699,0.8571993112564087,0.5034671425819397,,,
19,15899,,,,0.7971641421318054,0.8557497262954712,0.5057212114334106
19,15899,0.795117199420929,0.8580909967422485,0.5044575929641724,,,
20,16694,0.7983046174049377,0.8594052791595459,0.5073114633560181,,,
21,17489,0.7983434200286865,0.8597086071968079,0.5074354410171509,,,
22,18284,0.8006607294082642,0.860832154750824,0.5095674991607666,,,
23,19079,0.8017849922180176,0.8613247871398926,0.6807830929756165,,,
24,19874,,,,0.792307436466217,0.8555029630661011,0.5016620755195618
24,19874,0.8026825189590454,0.8622117042541504,0.5115412473678589,,,
25,20669,0.8041001558303833,0.8626604080200195,0.5127889513969421,,,
26,21464,0.8054432272911072,0.8634015917778015,0.5140630602836609,,,
27,22259,0.8058574199676514,0.8636932969093323,0.5144731998443604,,,
28,23054,0.8066104054450989,0.8640991449356079,0.5151952505111694,,,
29,23849,,,,0.8114592432975769,0.861146092414856,0.5186998248100281
29,23849,0.8071476221084595,0.8644782900810242,0.5157156586647034,,,
30,24644,0.8078002333641052,0.864780068397522,0.5163289904594421,,,
31,25439,0.8088327050209045,0.8652082681655884,0.5172812342643738,,,
32,26234,0.809319019317627,0.8655127286911011,0.5177459120750427,,,
33,27029,0.8100062012672424,0.8658087253570557,0.5183904767036438,,,
34,27824,,,,0.8118967413902283,0.8628097772598267,0.5194679498672485
34,27824,0.8102251887321472,0.8660731315612793,0.5186260938644409,,,
35,28619,0.8109358549118042,0.8663162589073181,0.5192855000495911,,,
36,29414,0.8106734156608582,0.8663837313652039,0.5190761089324951,,,
37,30209,0.8111997842788696,0.8664799928665161,0.5195406675338745,,,
38,31004,0.8117935061454773,0.8666314482688904,0.5200732946395874,,,
39,31799,,,,0.8097074627876282,0.8625209331512451,0.517548680305481
39,31799,0.8103721141815186,0.8663889765739441,0.5188212394714355,,,
