train_mIoU,train_R2,epoch,train_F1,train_OA,step
0.15917207300662994,0.15997417271137238,0,0.32315027713775635,0.46424371004104614,348
0.21349669992923737,0.22970764338970184,1,0.48471349477767944,0.47378063201904297,697
