train_F1,train_OA,step,epoch,train_mIoU,val_OA,val_mIoU,val_F1
0.34001917862757836,0.46816059101618457,26523,75,0.16225639268053296,,,
0.35187257657362536,0.4711005093375044,26872,76,0.12484144678619795,,,
0.31969964374656984,0.4673458634953102,27221,77,0.15612885116232714,,,
0.3197330563313171,0.46736807399629515,27570,78,0.15614295302672754,,,
,,27919,79,,0.6051865379409025,0.20215137755066034,0.3783437523150004
0.31970387923234356,0.46728478461760153,27919,79,0.15611745068837354,,,
0.31955580734427397,0.4669161252784182,28268,80,0.15600125294345213,,,
0.31973171365904834,0.46727997525715204,28617,81,0.15612437532448478,,,
0.31970813022662475,0.46714028519682343,28966,82,0.1560904882255906,,,
0.3198725377652936,0.46741881274903735,29315,83,0.1561929065911469,,,
,,29664,84,,0.6050041878577497,0.20216902295645767,0.3785128952744822
0.3202623578143367,0.4670367090613247,29664,84,0.15622929333195198,,,
0.3204957679399331,0.46724808045308014,30013,85,0.15633834674921718,,,
0.3205860480628044,0.4671022256670844,30362,86,0.15633515366103706,,,
0.32046794503918485,0.46705544370634844,30711,87,0.1562913654034693,,,
0.3193982957241782,0.46643503620836313,31060,88,0.15585916609943604,,,
,,31409,89,,0.6043921744469359,0.20182610473112805,0.37785320004204836
0.3198103043833499,0.4671155169905085,31409,89,0.1561133939051099,,,
0.31991957553732253,0.4670381518694595,31758,90,0.15612885055855308,,,
0.3202741044773577,0.4673128975155018,32107,91,0.15628579554938507,,,
0.3203549119369551,0.4671741693272631,32456,92,0.15628212176299897,,,
0.3204750087934323,0.4669024404618664,32805,93,0.15626246731966217,,,
,,33154,94,,0.6045455177231581,0.20231488728473426,0.37929776144234695
0.3202254743864483,0.4661096392524959,33154,94,0.15603201493024058,,,
0.32037681303637056,0.4660278364033958,33503,95,0.1560585261362372,,,
0.32110292893359577,0.4673098807348562,33852,96,0.15652459105135794,,,
0.3206251485333709,0.46602044747688703,34201,97,0.1561291273183494,,,
0.32056631613927195,0.4670868138529167,34550,98,0.15632507732983963,,,
,,34899,99,,0.6051146252320535,0.2018205429776312,0.37736293693823436
0.31834826174029335,0.4662234899307731,34899,99,0.1555150074716093,,,
0.31845335408613107,0.4665810221587347,35248,100,0.15561663858931027,,,
0.3187167230943284,0.46713468885011855,35597,101,0.1558029715929285,,,
0.31834860672930554,0.4663382587596816,35946,102,0.15553804393951245,,,
0.3182505939204422,0.46612631898896395,36295,103,0.15546754476530225,,,
,,36644,104,,0.6051097907642318,0.20182246076715527,0.37737247665937484
0.3182549701030723,0.46613432001589356,36644,104,0.1554704004157164,,,
0.31833826373111523,0.466313927767953,36993,105,0.15553020400565543,,,
0.31826002794474867,0.46614638713847595,37342,106,0.15547426304831694,,,
0.31873339545044543,0.46716280174801883,37691,107,0.15581337202589926,,,
0.3187997273646943,0.46732509580246007,38040,108,0.15586488205073182,,,
,,38389,109,,0.6051165892346061,0.2018190744855388,0.37735701102480784
0.31860787552175207,0.4669125619795397,38389,109,0.15572727633799713,,,
0.31867290165685297,0.4670896557477278,38738,110,0.1557813427554369,,,
0.3185010612236918,0.4667311616476763,39087,111,0.15566031246522463,,,
0.3184635506822242,0.46664905274836577,39436,112,0.15563314800344857,,,
0.31830145826209905,0.46629775082825925,39785,113,0.15551638940695842,,,
,,40134,114,,0.6051170424659644,0.20181509925252902,0.37734394674003185
0.318496592338764,0.4667063934413614,40134,114,0.15565410424729262,,,
0.31875813974544576,0.46726729603414885,40483,115,0.15584132146710059,,,
0.3182908568154424,0.466257046150273,40832,116,0.15550520712782714,,,
0.31853975082393043,0.46679103818527257,41181,117,0.15568342157912846,,,
0.3186192755710937,0.4669787125464496,41530,118,0.1557438235567674,,,
,,41879,119,,0.6051239920134582,0.20180623955284113,0.37731085497874023
0.3183596854627764,0.46642600772715564,41879,119,0.15555864719258447,,,
0.31855078203927445,0.4668122212319797,42228,120,0.15569078197422023,,,
0.31843563458976254,0.46654615429547586,42577,121,0.15560453969710022,,,
0.31835648610506245,0.46631552360119305,42926,122,0.15553568036023444,,,
0.31870406055913725,0.4670489947912002,43275,123,0.15578213077703662,,,
,,43624,124,,0.6051066181447237,0.2018136529001844,0.37734647319688674
0.31863274495833627,0.46686468698233785,43624,124,0.15572479146180554,,,
0.31829992427149567,0.4661417089424023,43973,125,0.15548479743626512,,,
0.3188086551084893,0.46720765996457503,44322,126,0.15584399073223257,,,
0.3185118793617357,0.46646133466573014,44671,127,0.15560947377621392,,,
0.3189034771472537,0.46723649426654273,45020,128,0.15587699227209648,,,
,,45369,129,,0.6050451297571154,0.20180309729911264,0.3773549393919056
0.31872106622858454,0.466784632991583,45369,129,0.1557343788294326,,,
0.3189022869633593,0.4668312400664845,45718,130,0.15579550549434212,,,
0.31937621228741025,0.4674659882029011,46067,131,0.15605842695989666,,,
0.3194272022986099,0.46713173765166094,46416,132,0.15600671368269928,,,
0.32010969582327586,0.46751561205844816,46765,133,0.15627959877100303,,,
,,47114,134,,0.6055574322691049,0.20345247772877526,0.3822272044923186
0.3207778260890921,0.46770061941064867,47114,134,0.15650918514508538,,,
0.3219390142871738,0.46671522517600506,47463,135,0.15664937934501222,,,
0.32302754145191126,0.467691372322148,47812,136,0.15715737283647666,,,
0.3256890038073958,0.4680285303503872,48161,137,0.15799933232700825,,,
0.32810444942133427,0.467234854711844,48510,138,0.1585459658328157,,,
,,48859,139,,0.6048330174814347,0.20644374266730078,0.3919587367460199
0.32799874504364457,0.4681589951829445,48859,139,0.158700608352345,,,
0.333716294920653,0.46906676196778735,49208,140,0.16055955786810708,,,
0.333886883498926,0.46933136423542704,49557,141,0.16066368326891425,,,
0.3415729210789653,0.46984590022133543,49906,142,0.16306426730666523,,,
0.3432836836395382,0.4697725574744806,50255,143,0.16356082928870574,,,
,,50604,144,,0.5967283343324558,0.20294870097574771,0.3866421157221221
0.34865889413422335,0.47186298971531376,50604,144,0.16560004298849543,,,
0.35112741828215677,0.4717705844124954,50953,145,0.1663446459704305,,,
0.35347468228249035,0.4735139119932507,51302,146,0.16739832797719725,,,
0.36284457857777686,0.47604980031535404,51651,147,0.17081204639099642,,,
0.38042829270626277,0.4805887435432149,52000,148,0.1772907943708887,,,
,,52349,149,,0.6105731926342038,0.22551521131761135,0.4441050218975714
0.3781180548601437,0.4798275529484352,52349,149,0.17639395699654795,,,
0.39659500462039776,0.48609576730810117,52698,150,0.18367476732418286,,,
0.4038115609858048,0.48846702247772644,53047,151,0.1865792517017684,,,
0.4481620648532778,0.5035699445402041,53396,152,0.2051619271957097,,,
0.4479728990110857,0.5015553908908263,53745,153,0.2047205274052246,,,
,,54094,154,,0.6162565627900671,0.24256394884633414,0.4853658729200791
0.43387510302003734,0.4959991367635207,54094,154,0.19852591958364083,,,
0.4281087484172219,0.49468823626936326,54443,155,0.19621571042766628,,,
0.439670010013169,0.4971211386956594,54792,156,0.2008601459706816,,,
0.42602554629633516,0.4946878427762356,55141,157,0.19548234501100556,,,
0.44601365028855544,0.500893251260577,55490,158,0.2038613166164194,,,
,,55839,159,,0.6135815913134273,0.26281001253579384,0.5379706927435852
0.4513166478181888,0.5016413254177672,55839,159,0.20598753427244954,,,
0.4586517379570866,0.5044721586998007,56188,160,0.2092864893257507,,,
0.46677635828968933,0.5070199173979225,56537,161,0.21287939311044046,,,
0.4831751460378869,0.5112408525964249,56886,162,0.2200870061636034,,,
0.47927982484417786,0.5094614110908399,57235,163,0.21820555018218143,,,
,,57584,164,,0.5505109730333376,0.24927137134579547,0.5344709656629185
0.5173275019274701,0.5202359087487687,57584,164,0.2357904265099657,,,
0.5268069947251819,0.5227055153395862,57933,165,0.24031015860890706,,,
0.5237139443961104,0.5229127331927717,58282,166,0.23901501424868132,,,
0.5373913272857629,0.5283025834485248,58631,167,0.24596714748853307,,,
0.5340983073001084,0.5210505925481844,58980,168,0.24314141146476406,,,
,,59329,169,,0.6168067856590337,0.28218275825894024,0.576035182353748
0.524981563418917,0.5113084678321991,59329,169,0.2373327320055432,,,
0.5278567675704111,0.5139218524397272,59678,170,0.23904242398312134,,,
0.5237474012543875,0.5114048736484822,60027,171,0.23674787540476086,,,
0.5102608360072147,0.5025177001953124,60376,172,0.22931885012008713,,,
0.43453549557242654,0.47898099620567686,60725,173,0.19538746973609133,,,
,,61074,174,,0.327975735806002,0.0820031147042801,0.1646742045250935
0.3537928669907166,0.47753110519452896,61074,174,0.1682893767379687,,,
0.3251267684049047,0.48084670014914255,61423,175,0.12030561992452021,,,
0.6495729364593283,0.48101297285631933,61772,176,0.16033765761877314,,,
0.327078889768441,0.48013458689167704,62121,177,0.16083541521058398,,,
0.3286200844188156,0.48049421774965295,62470,178,0.16136191972558486,,,
,,62819,179,,0.3403450238822705,0.11982929908395436,0.27753354490094917
0.3464513866508796,0.480087389577084,62819,179,0.16655849433544753,,,
0.35568437296006944,0.4794980680361859,63168,180,0.16929616047961782,,,
0.36268231884740676,0.48140041056198507,63517,181,0.1718104297394424,,,
0.3644684543659739,0.4804005445245343,63866,182,0.17217711275765393,,,
0.36157784203078674,0.4804187982335131,64215,183,0.17126720509439872,,,
,,64564,184,,0.3405053167059865,0.12229555581211381,0.28612360402989223
0.36318266900975815,0.480994544261506,64564,184,0.17188950466046604,,,
0.36102523167493245,0.48001063655645587,64913,185,0.17103018350134688,,,
0.3602204575834614,0.48017883300781244,65262,186,0.1708105373932656,,,
0.3582735459136581,0.48065902578796554,65611,187,0.17029971531126475,,,
0.3561607485253301,0.48079624558588147,65960,188,0.16966083549664532,,,
,,66309,189,,0.347226737749458,0.12754798882289275,0.30032333715086695
0.3539119696250994,0.4814597624420777,66309,189,0.16911528199634196,,,
0.3545228866152422,0.4814442194635341,66658,190,0.16928919916141646,,,
0.3532614843346125,0.4815019317889281,67007,191,0.16892477966738664,,,
0.35249643979970746,0.48104613558269155,67356,192,0.1686056121887969,,,
0.35195602838279066,0.48116685052997393,67705,193,0.1684512497590307,,,
,,68054,194,,0.3335380931892012,0.11783981151407787,0.27454642833309684
0.35216611832941946,0.4808617184701826,68054,194,0.16846308607211904,,,
0.35100649128320144,0.4809942163505663,68403,195,0.16813462365083107,,,
0.35204712310070846,0.48201292633668735,68752,196,0.16865254745323058,,,
0.350673660992421,0.4804008287140154,69101,197,0.16791794450109643,,,
0.3505635875597413,0.4810188533925053,69450,198,0.16800651395926755,,,
,,69799,199,,0.3317135348178367,0.11374841737234538,0.26090088729944544
0.3504003807805845,0.48088959090006034,69799,199,0.16792776367015758,,,
