train_mIoU,epoch,train_OA,train_F1,step,val_mIoU,val_OA,val_F1
0.2099484409465765,88,0.46652870943348174,0.4789835535826463,31060,,,
0.22159237302234477,89,0.4946410608154996,0.49508855814991143,31409,,,
0.23372909069868064,90,0.5136122389304262,0.5159868739104937,31758,,,
0.23774286093220956,91,0.516546757651605,0.5240502594066301,32107,,,
0.22534695565333188,92,0.4922806048461563,0.5050722347499264,32456,,,
0.2467222524425504,93,0.5267882251466242,0.540215558862964,32805,,,
0.23619944694755338,94,0.5095897554326535,0.523126982688775,33154,,,
0.24240402913759093,95,0.5223643786586116,0.532315047302787,33503,,,
0.2495926732179153,96,0.5303190389813529,0.5446637688933289,33852,,,
0.24910360647711613,97,0.5309192034439917,0.5438010094935267,34201,,,
0.25837001585277314,98,0.5439707146674649,0.558615422180217,34550,,,
0.234789776819072,99,0.5078481548495142,0.5207896765832759,34899,,,
0.2517850905866703,100,0.5341431800820423,0.5481596528776933,35248,,,
0.24857039408497641,101,0.5303830471967899,0.5428949476093363,35597,,,
0.23849440921674211,102,0.5133069757062588,0.5269606780801405,35946,,,
0.2482294042580484,103,0.5291560044602882,0.542381506042106,36295,,,
0.2523332222514569,104,0.5347048696610851,0.5490897951258573,36644,,,
0.2472792589754794,105,0.5302141293413659,0.5401462183427619,36993,,,
0.2280801307332689,106,0.5059991525032458,0.5055689318379945,37342,,,
0.22133928955283524,107,0.48982888033191924,0.49644252482507806,37691,,,
0.2114772367336238,108,0.47107720580005363,0.4807335258787023,38040,,,
0.2090394868799388,109,0.4731788963164845,0.4734672094804301,38389,,,
0.20312358206604933,110,0.48794448546488844,0.45109775734355023,38738,,,
0.20883036688231849,111,0.47720083329602425,0.47105889252234334,39087,,,
0.20677904863557983,112,0.47351998927600053,0.46738742913699305,39436,,,
0.22606197875871603,113,0.5063350426091846,0.5006138998220835,39785,,,
0.23935309914675393,114,0.5167299505632722,0.527584893736675,40134,,,
0.23733357445478354,115,0.5118249275622873,0.5247263455791731,40483,,,
0.2450400769890062,116,0.5246636464465996,0.5370267884993631,40832,,,
0.22960263487410074,117,0.5001523255618732,0.511980774395998,41181,,,
0.23647442460698506,118,0.5111682968358255,0.5233385827316497,41530,,,
,119,,,41879,0.1106007852162166,0.3298640487217662,0.2505375506211258
0.23300999880399342,119,0.5067240980088198,0.5169956882324875,41879,,,
0.23938670715497568,120,0.5212599746135722,0.5259345432802071,42228,,,
0.25139391249138704,121,0.533745664580162,0.5475125201322824,42577,,,
0.25237009721207554,122,0.5348023685138341,0.5492008745666348,42926,,,
0.25438063038409736,123,0.5398657506379835,0.551905328260559,43275,,,
0.24925691524241592,124,0.5310747643938036,0.5439889941125311,43624,,,
0.2582780880669322,125,0.5451646821205116,0.5579795611583382,43973,,,
0.2656989466982894,126,0.5557471988535883,0.5696365308640459,44322,,,
0.26767231544471376,127,0.5586016854447415,0.5729155162084816,44671,,,
0.25296851450715835,128,0.5365007722958451,0.5499992737353439,45020,,,
0.25465840988706384,129,0.5406465284462302,0.552124539134254,45369,,,
0.25958775784697097,130,0.5456064655992567,0.5604841640975508,45718,,,
0.2504806055207443,131,0.5331318371617008,0.5457013374589899,46067,,,
0.26250690529430604,132,0.5511742840523706,0.5648962946318102,46416,,,
0.26828622650471057,133,0.558851597302281,0.5738965969795669,46765,,,
0.25535221652251844,134,0.5401671663737911,0.5536670730136708,47114,,,
0.25296332642451586,135,0.536424915565119,0.5501220197860512,47463,,,
0.25506050138072817,136,0.5399264578832937,0.5530758709136265,47812,,,
0.26488710489183726,137,0.5541815334199833,0.5686768471261511,48161,,,
0.260544386900982,138,0.5490180291555672,0.5616613146517065,48510,,,
0.256187472183741,139,0.5414989875859039,0.5551208858000389,48859,,,
0.25883439584965356,140,0.5447589688451379,0.5593265358704074,49208,,,
0.25228897317384824,141,0.5356022307387737,0.5490052084212429,49557,,,
0.25608153980113113,142,0.5419178391595966,0.5545905634779672,49906,,,
0.24748230602881524,143,0.5271113485866425,0.5414484439232179,50255,,,
0.2616234032256353,144,0.5495749968170778,0.5634993059251654,50604,,,
0.26124205808020323,145,0.5485953519542441,0.5630657470785139,50953,,,
0.24862643398135345,146,0.5292778124440365,0.5432469454559017,51302,,,
0.2718569901918928,147,0.5660391427725979,0.5788131138943081,51651,,,
0.2568628063126203,148,0.5426753790125804,0.5558521523181952,52000,,,
0.26323855099758053,149,0.5559496947892415,0.5649155131136527,52349,,,
0.27126017270091013,150,0.5646561893146154,0.5782167102875365,52698,,,
0.26756936670375875,151,0.5573841521254924,0.5727987196870854,53047,,,
0.27026609059686785,152,0.5622503504712123,0.5768368644877675,53396,,,
0.268427525317903,153,0.5591000882124149,0.5740684482283351,53745,,,
0.2576112222437821,154,0.5438200067995611,0.5572948675265241,54094,,,
0.2624416470862965,155,0.5504637884888743,0.5648602401608297,54443,,,
0.24574678147559167,156,0.5289944318099145,0.537102301995787,54792,,,
0.2449274972774802,157,0.5245492929715481,0.5368713184504756,55141,,,
0.2621929873801655,158,0.551493887914969,0.5640373756996823,55490,,,
,159,,,55839,0.18442241446120766,0.4393411768545012,0.4251500266592828
0.25274684685732424,159,0.5360429867632409,0.5496670155545694,55839,,,
0.2507451108307133,160,0.5362149213993105,0.5453250069073698,56188,,,
0.26295455858078925,161,0.551012317908869,0.5656834934636821,56537,,,
0.26552727177473506,162,0.555210386784507,0.569494956664936,56886,,,
0.2598036582518019,163,0.5468706497148661,0.5605363918798715,57235,,,
0.2592845899508888,164,0.5456799613712168,0.559982805285048,57584,,,
0.2547604083561989,165,0.5387324904302471,0.5528213393698469,57933,,,
0.2738815967634542,166,0.5670058023622179,0.5823008458553407,58282,,,
0.2652628769882792,167,0.555954569731879,0.5688621854176878,58631,,,
0.25295740549404294,168,0.5377173000215458,0.5496181737980843,58980,,,
0.2727858686609717,169,0.5667489825142147,0.5805642337531333,59329,,,
0.25577946815282393,170,0.5421499563834727,0.5539292477765476,59678,,,
0.2646880583242944,171,0.5539208879443498,0.568387483124349,60027,,,
0.2517428264446994,172,0.5367054761651593,0.5472721543145863,60376,,,
0.26102117282585563,173,0.548035782865945,0.5626692837807208,60725,,,
0.26002224549637853,174,0.5480101620911868,0.5606782445517176,61074,,,
0.2639885631254439,175,0.5525191123984262,0.567166622582347,61423,,,
0.26111090704728745,176,0.5489826366348047,0.5626974809162318,61772,,,
0.24246803498112124,177,0.5199832424393355,0.5332076576668562,62121,,,
0.25502507539078606,178,0.5392174707101204,0.553242816284208,62470,,,
0.2554190983491269,179,0.5422226433084482,0.5532153827862956,62819,,,
0.2625094163508728,180,0.5512272307387737,0.5645664821083615,63168,,,
0.2597285305173604,181,0.5467001797476606,0.5605465832813985,63517,,,
0.271118918670106,182,0.5626561949109621,0.5782020566490111,63866,,,
0.26251920345690133,183,0.5505178719332019,0.5648922726739904,64215,,,
0.2638561837234603,184,0.5523285524209794,0.5671045997953473,64564,,,
0.26516318827555824,185,0.5554439905379768,0.569020073653102,64913,,,
0.2685647544158853,186,0.5608121986717071,0.5739837615295231,65262,,,
0.25774093893063693,187,0.5428889364772675,0.5575824576942513,65611,,,
0.2707201839344742,188,0.5646557958214876,0.5769440650243777,65960,,,
0.27282643330814227,189,0.565750996499485,0.5806720856286254,66309,,,
0.2678155424241857,190,0.558951172924315,0.5730659786520735,66658,,,
0.26789097858574534,191,0.559515442069417,0.5728029138968334,67007,,,
0.26987137194275423,192,0.5626010184301687,0.5760583926377321,67356,,,
0.25547501322448385,193,0.5426934796964541,0.5530636011906476,67705,,,
0.27060956503915706,194,0.5633509507493507,0.5770910575675172,68054,,,
0.2700094845363746,195,0.5627677939341197,0.5761426670538092,68403,,,
0.2780616380983978,196,0.5732613812203393,0.5886375012335066,68752,,,
0.2728918439202508,197,0.5665680412576669,0.5805437396735715,69101,,,
0.24467866475882286,198,0.5248432760593883,0.5363866430483448,69450,,,
,199,,,69799,0.12039317762039246,0.34465177932588126,0.27703740038330027
0.2504568820753841,199,0.5348590752456795,0.5452720569049119,69799,,,
0.2540213764824246,200,0.540490464699644,0.5509779113995945,70148,,,
0.2584193438522507,201,0.5453936295386371,0.5582510159276067,70497,,,
0.2533647741990765,202,0.5365319456958496,0.550656264529785,70846,,,
0.26773071284839073,203,0.5583062595487664,0.573040940211488,71195,,,
0.2589250988752508,204,0.5460301483941282,0.5590371368089315,71544,,,
0.25903510920279466,205,0.5459365407511976,0.5592688979549456,71893,,,
0.25057751228568365,206,0.5324806278961093,0.5462911698746334,72242,,,
0.2745303346749666,207,0.5698989824442603,0.5828602823386705,72591,,,
0.2582741314813959,208,0.5466129335769608,0.5576435483593074,72940,,,
0.25993697973071556,209,0.547413735813261,0.561043481258106,73289,,,
0.253389916367691,210,0.5386320622397698,0.550250786824257,73638,,,
0.2577665321855159,211,0.545927577852178,0.5567798085202583,73987,,,
0.252700977063484,212,0.5375643186377932,0.5490811394448922,74336,,,
0.26173830478948595,213,0.5523155671477659,0.5628093130389342,74685,,,
0.26732389821066155,214,0.5586848436590592,0.5721545593661196,75034,,,
0.2701383018961626,215,0.5631451538435708,0.5764973817975156,75383,,,
0.26644295598469414,216,0.5581156558498611,0.5704904729239892,75732,,,
0.26014581709675616,217,0.552561522213299,0.5595432423655089,76081,,,
0.25090371613001455,218,0.537884709486647,0.5449238274702032,76430,,,
0.25964710403242397,219,0.5491528442732583,0.5596464746632828,76779,,,
0.2573526166007824,220,0.5479983354366269,0.5552720681492853,77128,,,
0.2612083908498184,221,0.5497316508033555,0.562719688449429,77477,,,
0.25041905910949985,222,0.5355941859903854,0.5449201828670164,77826,,,
0.26227157452823796,223,0.5519444375461697,0.5640442411656622,78175,,,
0.2604319176792161,224,0.5496940503489322,0.5607870072501226,78524,,,
0.27565496241649745,225,0.5708081483157794,0.5848101465547003,78873,,,
0.2683386417557652,226,0.5608005469029816,0.5737801532254623,79222,,,
0.2680118338141404,227,0.5590358832504141,0.5732999420449103,79571,,,
0.27579766952679247,228,0.5714831639155958,0.585068483448409,79920,,,
0.2754066110987797,229,0.5710078460780801,0.5844318881360787,80269,,,
0.2561009975374567,230,0.541155140174494,0.5548214650865013,80618,,,
0.27531092238061355,231,0.5704531956538771,0.5841575340659643,80967,,,
0.263585750831066,232,0.5543873959079512,0.5660320284375194,81316,,,
0.26557521164194053,233,0.5543438274744246,0.5696084675352489,81665,,,
0.2727928866551114,234,0.56633338818919,0.5805401102210235,82014,,,
0.256836148057962,235,0.5470176193980568,0.5545896478738966,82363,,,
0.26757066377602895,236,0.5587296362934275,0.5725453020789995,82712,,,
0.26046104300550527,237,0.5512291326222242,0.5605195143847523,83061,,,
0.2680785532403806,238,0.5603936750089541,0.5732088088465537,83410,,,
,239,,,83759,0.10932581249812097,0.32797679334583796,0.49395031607343126
0.2777223025007309,239,0.5740659216413524,0.5877775065369416,83759,,,
0.2630034124171042,240,0.5517451769984553,0.5656543488605192,84108,,,
0.2640904983108982,241,0.5547274614131894,0.5668076902843614,84457,,,
0.2872878459769475,242,0.5875308411169188,0.6020586864794528,84806,,,
0.28457372626120486,243,0.5857098642256334,0.5976597347734851,85155,,,
0.26961846721560717,244,0.5683281797392661,0.573720913474838,85504,,,
0.27500946803827303,245,0.5696347736697482,0.5839531446947811,85853,,,
0.2764480092692679,246,0.5718485660061111,0.5861204948371715,86202,,,
0.2659756033107983,247,0.5571197028829579,0.5699193885542839,86551,,,
0.269774281403701,248,0.5650666245075214,0.5749817711041179,86900,,,
0.278010529927769,249,0.5760193089701042,0.5878283236383024,87249,,,
0.28243504490352384,250,0.580780860004589,0.5949489316948542,87598,,,
0.27149092603717095,251,0.5642910276921225,0.5785511021300045,87947,,,
0.28538939121188317,252,0.5864453466027376,0.5988361103582014,88296,,,
0.2806570200476018,253,0.579815861830397,0.5918040050892739,88645,,,
0.2621007065331495,254,0.5557607743664935,0.5624641456322823,88994,,,
0.2782589299258202,255,0.5769688297479405,0.5880324020800972,89343,,,
0.27822931652203725,256,0.5775947461497134,0.5877696786079805,89692,,,
0.275099715140024,257,0.5736156561996328,0.5829426193701928,90041,,,
0.2735939730238177,258,0.5719318772455341,0.5799703772033555,90390,,,
0.27367643935118585,259,0.5695325528994671,0.581425675414539,90739,,,
0.2757272746684608,260,0.5731075909896018,0.5842089476116383,91088,,,
0.27910922147078737,261,0.5768104924855054,0.5898388102171728,91437,,,
0.2763571568553792,262,0.5742647668352099,0.5852517178513126,91786,,,
0.2729875436117901,263,0.5706802193278228,0.5797830086619777,92135,,,
0.26195789075144543,264,0.5540282897074789,0.5627107104439766,92484,,,
0.2740923685003649,265,0.5686668242970988,0.5823893883390792,92833,,,
0.2821684437241932,266,0.5821867890890825,0.594176337070968,93182,,,
0.27950701653936366,267,0.5801977469108165,0.5895216885801313,93531,,,
0.28383780389274876,268,0.5865795058985493,0.5959973270173031,93880,,,
0.2757093542015249,269,0.577196749711788,0.5829895206844022,94229,,,
0.2712777264271014,270,0.571221665871519,0.5760631488657368,94578,,,
0.28605681104807507,271,0.5908959287627036,0.5988762196108293,94927,,,
0.27519448885071934,272,0.5786651348999372,0.5814188925790102,95276,,,
0.28131798291154414,273,0.5860653634057686,0.5910343924093329,95625,,,
0.2738981463380477,274,0.5756355001455049,0.5796979986008111,95974,,,
0.27158140678054626,275,0.5688673746278429,0.5776650399544897,96323,,,
0.27696529354291927,276,0.5762889829269452,0.5856170663153379,96672,,,
0.2757926328769003,277,0.5787046590985404,0.5826967634108455,97021,,,
0.2738434110764229,278,0.5798531125131513,0.5783879791433881,97370,,,
,279,,,97719,0.36799251015683426,0.7092475513420472,0.7025203049293616
0.2866516949437123,279,0.5930364002129409,0.5992811922473795,97719,,,
0.27608429218051644,280,0.5833150213290763,0.5816814096153704,98068,,,
0.2769756040829278,281,0.5833903752630282,0.5834009127206609,98417,,,
0.24891154872590215,282,0.544504116462773,0.5381068794626083,98766,,,
0.19175920395777593,283,0.46907994398756486,0.4291425534965625,99115,,,
0.1928553139163053,284,0.4760630260565902,0.42869669002543104,99464,,,
0.2116044623438876,285,0.4767686685381782,0.47843620417335375,99813,,,
0.22328505671150514,286,0.501466854937097,0.4961700591668097,100162,,,
0.24178086013528413,287,0.5219889424933403,0.5310984297076767,100511,,,
0.24091000365405246,288,0.5191826150888699,0.5302010191274561,100860,,,
0.24430393039878798,289,0.5267855799983769,0.5345787256970123,101209,,,
0.253409527055474,290,0.5377537199965862,0.5505590804332293,101558,,,
0.2573269379934977,291,0.5438434196406585,0.5566402101849184,101907,,,
0.24354293433733445,292,0.5276607524358098,0.5327901536849287,102256,,,
0.24865113513820378,293,0.533338770825405,0.5419936362652659,102605,,,
0.2614751767094415,294,0.554497967476831,0.5614782781230139,102954,,,
0.2604181731282836,295,0.5510987552325841,0.5607058503566581,103303,,,
0.26116790987918764,296,0.5501551149909338,0.5622883353447818,103652,,,
0.26040064728867085,297,0.5503301757112956,0.5607895510381604,104001,,,
0.26524544856046767,298,0.5559207730443566,0.5686205777071476,104350,,,
0.2657914646127965,299,0.5575016754062947,0.5693628699591777,104699,,,
0.26223756290301714,300,0.5530254724715705,0.5638436986592588,105048,,,
0.2647214844273614,301,0.55569825268065,0.5680901279260548,105397,,,
0.2600011118251897,302,0.5513133838730077,0.5594447047348876,105746,,,
0.2699413658421003,303,0.5623866739792263,0.5759494161351499,106095,,,
0.25850702357852395,304,0.5478464033678814,0.5576697749780255,106444,,,
0.27009039128111484,305,0.5637932588855994,0.5759897602531128,106793,,,
0.2566486412103343,306,0.5426818060669993,0.5557698297420128,107142,,,
0.2543783294259418,307,0.5422280429085892,0.5508612931819008,107491,,,
0.2673597661327806,308,0.5590884583044188,0.5720159001417707,107840,,,
0.2636554586375892,309,0.5554072426519967,0.5656470473407731,108189,,,
0.2722053475439001,310,0.5665655491345248,0.5795440717416915,108538,,,
0.26060146568149395,311,0.5488636268244089,0.5616181076855806,108887,,,
0.27518308088821947,312,0.5720936029210131,0.5833477959948016,109236,,,
0.2649794427904396,313,0.555714451481073,0.5684399318916457,109585,,,
0.2573294026304264,314,0.5447123617702363,0.5561748169582263,109934,,,
0.2671524902010653,315,0.5585686320220159,0.5718926323089927,110283,,,
0.26343560074302547,316,0.551896212777299,0.5664106926747786,110632,,,
0.2785235937474821,317,0.5748839282716242,0.5891182164598652,110981,,,
0.2646197483405534,318,0.5571794919776369,0.5671050575068781,111330,,,
,319,,,111679,0.10932559778194617,0.32797679334583796,0.49394958554885704
0.2759266456741858,319,0.5761153868754476,0.5837448856862046,111679,,,
0.2864731900892495,320,0.5876526053792084,0.6004926008451231,112028,,,
0.26925055582441143,321,0.5651404700511505,0.5741530734831701,112377,,,
0.2555301427442815,322,0.5455515733079445,0.5521117805015066,112726,,,
0.2638992470259675,323,0.5556929842448849,0.5662302172002134,113075,,,
0.2769412508563399,324,0.5740790162182127,0.5863885375978342,113424,,,
0.27072984575294895,325,0.5675336515322796,0.5760245024390511,113773,,,
0.27812553477886637,326,0.578159474370131,0.5874601619028466,114122,,,
0.2664843246228467,327,0.5583489098316619,0.5706764613891387,114471,,,
0.25526614760077676,328,0.5422418807502462,0.5527750758636483,114820,,,
0.2576553006768772,329,0.5493028088763654,0.5552671517769592,115169,,,
0.22945485793755574,330,0.5040363432001589,0.5100947065313757,115518,,,
0.25464800520352077,331,0.5407100775863516,0.5520120851135955,115867,,,
0.2680490721383821,332,0.5623208731839854,0.5725861098129383,116216,,,
0.26246926311493807,333,0.554537688421998,0.5636169515733902,116565,,,
0.264245404547477,334,0.5561528465467742,0.5666788196635557,116914,,,
0.27221189153202474,335,0.5683816510831728,0.5787382703831876,117263,,,
0.26340268257707183,336,0.5569208795498298,0.5647037782829212,117612,,,
0.28247636429457174,337,0.5815115986034316,0.594629682679832,117961,,,
0.2738349169434589,338,0.5708438687474815,0.5809930460753914,118310,,,
0.2754392518362785,339,0.570350909301408,0.5844402707781644,118659,,,
0.2752582889674635,340,0.5703145549085556,0.5841932644967671,119008,,,
0.2681200371899551,341,0.5632536923646243,0.5723476445441871,119357,,,
0.2663247126789912,342,0.5575296571398191,0.5703172510180716,119706,,,
0.2846814392802514,343,0.5861029419994627,0.597464145919006,120055,,,
0.26774170943557957,344,0.5626542055845943,0.5717746223313531,120404,,,
0.2750380538774391,345,0.5726025862816753,0.583048819038168,120753,,,
0.2866415630500235,346,0.589958496968179,0.6004343551650675,121102,,,
0.27005649673195853,347,0.5680927396845339,0.5746076953248722,121451,,,
0.26458131078837804,348,0.563034232503022,0.5648572240925278,121800,,,
0.26795835367494003,349,0.5679092625833855,0.5703918581425207,122149,,,
0.2749422453790989,350,0.5711434919034853,0.5830776311590664,122498,,,
0.24756722272776976,351,0.5378112355754163,0.5379112694149846,122847,,,
0.2591554942004626,352,0.5494459092104673,0.5585056159862096,123196,,,
0.2603241394264976,353,0.5513657184589899,0.5600768554108815,123545,,,
0.2682214965851621,354,0.5636059561568207,0.5722237363093396,123894,,,
0.2717685358098639,355,0.5676391951334168,0.5781629325845575,124243,,,
0.27628505991402535,356,0.5748899181114567,0.5847345476174037,124592,,,
0.26780446027666843,357,0.5606469752795374,0.5723719522898333,124941,,,
0.2733621560451959,358,0.5723510567301665,0.5798953713960022,125290,,,
,359,,,125639,0.4339358552095233,0.7666471877900669,0.7858745805886622
0.27729635715933204,359,0.5761765750568029,0.5864327417098424,125639,,,
0.2799878580378123,360,0.583236803639584,0.5897007755137909,125988,,,
0.2782608721403795,361,0.5796990380929329,0.587149647665018,126337,,,
0.2704252985587268,362,0.5746729722337257,0.5730060833691057,126686,,,
0.253008536457587,363,0.5491171675630148,0.5453103864392885,127035,,,
0.27298168996183864,364,0.5765856548844913,0.5775629473510223,127384,,,
0.2831174291149581,365,0.5848849933263565,0.5951498952681332,127733,,,
0.2737795838394597,366,0.5743401644906204,0.5799274914230794,128082,,,
0.26565502375656874,367,0.5616543395471435,0.5676759112116971,128431,,,
0.2850169625768721,368,0.5899168741395616,0.597160856282102,128780,,,
0.27728189854730084,369,0.5795316286278317,0.5853869683872521,129129,,,
0.2601757628895944,370,0.5601950265616604,0.5568620277332808,129478,,,
0.27766778522727775,371,0.5794320530057977,0.5862014475003883,129827,,,
0.27505035573503933,372,0.5790217271165382,0.5811636587727628,130176,,,
0.2895678957490126,373,0.5981612547079266,0.6033187526220831,130525,,,
0.27946736696486885,374,0.589232021211553,0.5865762688319767,130874,,,
0.2646598322753036,375,0.572660626518009,0.5617014039383857,131223,,,
0.28084871984635934,376,0.5888284502876521,0.5891914281167948,131572,,,
0.28062830487371204,377,0.5889284631242724,0.5888788877104363,131921,,,
0.27224381536972847,378,0.5770137316859553,0.5759728901627255,132270,,,
0.287142310871489,379,0.5992445194277175,0.5985194448275202,132619,,,
0.272973606833385,380,0.5745014966729718,0.5784535158686361,132968,,,
0.26507290669909356,381,0.5715844228137871,0.5630374372653593,133317,,,
0.275937102146364,382,0.5839438452078483,0.5811569327596605,133666,,,
0.2784820639743243,383,0.5877270630232583,0.585203840160846,134015,,,
0.27520463588001426,384,0.5806025638962884,0.580936284075958,134364,,,
0.2704877009632135,385,0.5741573432113516,0.5734149600971944,134713,,,
0.2923129117715,386,0.603316889109789,0.6068607559489428,135062,,,
0.27635766106926535,387,0.5832664030670777,0.5823334464282559,135411,,,
0.28477271601174353,388,0.5944676440219824,0.5948206678128384,135760,,,
0.25377446781816343,389,0.5531237583105748,0.545661221352718,136109,,,
