train_mIoU,epoch,train_F1,step,train_OA,val_F1,val_mIoU,val_OA
0.38839410919848744,358,0.490875813571716,125290,0.7180637261245858,,,
,359,,125639,,0.5826396750484918,0.4746590494570245,0.7837973113107197
0.3868343679648125,359,0.48956352267825487,125639,0.7162670802250289,,,
0.3886729504895629,360,0.4912091920884986,125988,0.7178455779067424,,,
0.3869512562948951,361,0.4896813099051185,126337,0.7158260400110806,,,
0.3882717753869067,362,0.4907439437169816,126686,0.7174847665693834,,,
0.3888426420825193,363,0.49116359240723817,127035,0.7183068174345786,,,
0.3845699102548634,364,0.48777237607869534,127384,0.7133827537383595,,,
0.3847063206419117,365,0.4879099016127572,127733,0.713349022633025,,,
0.3867875147149335,366,0.4895288545383519,128082,0.7162460720641564,,,
0.38897848450710226,367,0.491300752992045,128431,0.7181304669311872,,,
0.386056881556176,368,0.48893284460522507,128780,0.7148502426366067,,,
,369,,129129,,0.5605267257137907,0.45845818356889323,0.7814368823967346
0.386532104409027,369,0.4894252703418453,129129,0.715281314357987,,,
0.3881414530821959,370,0.490598184068823,129478,0.7172213885025854,,,
0.3878563499603171,371,0.4903588237123735,129827,0.7174996318653182,,,
0.386299279795184,372,0.48911300173659705,130176,0.7151950519201065,,,
0.38989687047942495,373,0.4920619491875269,130525,0.7197835315605972,,,
0.38782632718799687,374,0.4903387520872049,130874,0.7169386199688842,,,
0.3882833168570882,375,0.4907440847379161,131223,0.7177468111316931,,,
0.38740937439650064,376,0.49008435174056775,131572,0.7168072588464249,,,
0.3869108517561231,377,0.4896348881513597,131921,0.7163237650961451,,,
0.3904961137387966,378,0.49249426808457925,132270,0.7202879678895616,,,
,379,,132619,,0.5948458562591741,0.4803776445255492,0.7809724713316046
0.3885684092377266,379,0.4909611289450974,132619,0.7180041119157413,,,
0.38872001200805634,380,0.4911051692169357,132968,0.7183273446594062,,,
0.3893938629840948,381,0.49160921601269986,133317,0.718786682303792,,,
0.3911769549945357,382,0.4930624304763302,133666,0.7208559533586474,,,
0.3886770456359581,383,0.4910689670202708,134015,0.7175911627389638,,,
0.39073875733932145,384,0.49269920155879143,134364,0.7202452738852076,,,
0.3899392306094283,385,0.4920596068966656,134713,0.7196397972653451,,,
0.38686388601363614,386,0.48961063108515096,135062,0.715976092057105,,,
0.3881824851173638,387,0.4906944804422553,135411,0.7175037416824296,,,
0.3862954148826148,388,0.4891666113303141,135760,0.7149065995967832,,,
,389,,136109,,0.5638095448889023,0.4600436638248457,0.7817508206509115
0.38870262087272883,389,0.49107557620907,136109,0.7176649208396757,,,
0.3899716576321007,390,0.49207878232072905,136458,0.7195488347706616,,,
0.39125938642892333,391,0.493086379786678,136807,0.7213003164034517,,,
0.3885475680040796,392,0.4909626735954696,137156,0.7178375331583541,,,
0.3878528398698582,393,0.49042606965034086,137505,0.717406680044267,,,
0.3898034612814572,394,0.49193592838525163,137854,0.7194096912285659,,,
0.38722472962864374,395,0.48991695020855647,138203,0.7160599279540315,,,
0.3911083065342607,396,0.492988137977219,138552,0.7211113959807037,,,
0.38906366205302395,397,0.49140798757955945,138901,0.7182649541379387,,,
0.38703185663741496,398,0.4897266083034406,139250,0.7162854650983836,,,
,399,,139599,,0.5837567681303507,0.4713787775092719,0.7815964198348534
0.38646723828176627,399,0.4892804075570146,139599,0.7153634013965682,,,
0.38894511302883883,400,0.49128112208516966,139948,0.7180044179659517,,,
0.39044882665997144,401,0.4924731568339831,140297,0.7200049151663793,,,
0.38533242530596384,402,0.48837715586353886,140646,0.71388539748752,,,
0.3889489598687881,403,0.491276452082174,140995,0.7180676391951333,,,
0.39008451497428437,404,0.49216817694499576,141344,0.719736530992568,,,
0.39023244655756856,405,0.49228377194987455,141693,0.7195987209549605,,,
0.3889350087645282,406,0.49127243353927624,142042,0.7186962444666121,,,
0.38927582741983596,407,0.49154273702349743,142391,0.7183889700553477,,,
0.38894441890395276,408,0.4912703793694216,142740,0.7184549675971524,,,
,409,,143089,,0.5801747597933051,0.47134130500753474,0.7827382607035105
0.38718903290526985,409,0.4898483477153876,143089,0.7162368686971144,,,
0.38617037619394107,410,0.48904967590684967,143438,0.7150962414235985,,,
0.3850009755323711,411,0.4882215544622959,143787,0.7131333446775944,,,
0.3862534445880334,412,0.4891252428364352,144136,0.7149757669443386,,,
0.39201750336991026,413,0.4936996586220032,144485,0.721992558257969,,,
0.3876665773558841,414,0.49022451383565263,144834,0.7170231554091487,,,
0.38768465520781586,415,0.49024384273576854,145183,0.7170601656238806,,,
0.3893720890016647,416,0.49161299490173693,145532,0.7187247289969106,,,
0.3878234241519782,417,0.49037510444254356,145881,0.7167555363608635,,,
0.38627867177863834,418,0.4891028930598414,146230,0.7152192517474592,,,
,419,,146579,,0.5934145520030308,0.4760196900823268,0.7781400774965179
0.39012556828466366,419,0.49221689597427987,146579,0.71935938969041,,,
0.3900763827034471,420,0.49215605784656596,146928,0.7193451364948961,,,
0.38746316274644793,421,0.49007353761591554,147277,0.7166293125097934,,,
0.38844356415475084,422,0.49092100102324615,147626,0.7177766947486679,,,
0.3908910048973652,423,0.49281227215513795,147975,0.7206397944671717,,,
0.3893776535574857,424,0.4916087843748385,148324,0.7187476609019631,,,
0.3902381919607317,425,0.49229314417777914,148673,0.719606918728454,,,
0.38831247584711504,426,0.49074288903716257,149022,0.7181384242366582,,,
0.3894005358755677,427,0.49161439627891507,149371,0.7188622985664956,,,
0.3928666849757004,428,0.4943656434584587,149720,0.7230439281736881,,,
,429,,150069,,0.5548505987695989,0.45534955720696707,0.7805245276724926
0.3903263724834787,429,0.49235391739888285,150069,0.719687541098171,,,
0.39078213067326756,430,0.49270637334455997,150418,0.720479271131805,,,
0.39096075124493357,431,0.49284273499667863,150767,0.7208033564439132,,,
0.38781423513848684,432,0.49034257365878364,151116,0.7167424199232739,,,
0.38734635497680775,433,0.4900403067413768,151465,0.7165648233583116,,,
0.387837788107007,434,0.49037038946779693,151814,0.7169641970221838,,,
0.3878748052798149,435,0.49044347761620805,152163,0.7167709044535726,,,
0.3881694885058329,436,0.49061824648200975,152512,0.7175608200466734,,,
0.3916999836510542,437,0.49346512197816733,152861,0.7217275406364724,,,
0.3873740963372936,438,0.4899860832984381,153210,0.7164123010498745,,,
,439,,153559,,0.5755031849496411,0.4669018783088646,0.7811368432375452
0.39054028425435905,439,0.4925740415394611,153559,0.7199700035816617,,,
0.3893274649779081,440,0.49153793919328975,153908,0.7191420721802806,,,
0.3888793456117243,441,0.4911970074346279,154257,0.7181994812536375,,,
0.3868555121228712,442,0.4896406906053758,154606,0.7158541966304396,,,
0.38782790595962774,443,0.4904019344289998,154955,0.7168752457145974,,,
0.3896622821986308,444,0.4918183041887499,155304,0.7191563909579826,,,
0.388614493716327,445,0.4910125818964732,155653,0.7178543003377394,,,
0.38838398522172524,446,0.49084270625563436,156002,0.7174460293570356,,,
0.38924137141573106,447,0.4915029376519901,156351,0.7186717823105075,,,
0.3882414470387436,448,0.49070602933877067,156700,0.7173610348414554,,,
,449,,157049,,0.5733419651883164,0.4672436064564067,0.7831315144453886
0.3883212855979689,449,0.49076910098037735,157049,0.7177238792266407,,,
0.38665129125151493,450,0.4894090623136133,157398,0.7152141144760699,,,
0.38737527769966107,451,0.4899857601371425,157747,0.7168035862438998,,,
0.38627135102837346,452,0.48909537940095466,158096,0.715253354485192,,,
0.3912929838656724,453,0.49312561757125595,158445,0.7209451451342562,,,
0.39292532725667967,454,0.49442815936795137,158794,0.722839639658231,,,
0.39173800651265633,455,0.49349245388692115,159143,0.7215006044054441,,,
0.39022198850028816,456,0.49226590899385014,159492,0.7196342446400988,,,
0.38932700867592995,457,0.49161759801427124,159841,0.7188308846984687,,,
0.3890225556180604,458,0.4914114117739404,160190,0.7183875928294009,,,
,459,,160539,,0.5835171640474729,0.47001423534747094,0.7776273217531702
0.38962180304728067,459,0.491807603165177,160539,0.7191404982077698,,,
0.38993358685862195,460,0.4920908615353449,160888,0.7195352155362977,,,
0.3906844698461422,461,0.49271385575027277,161237,0.720086827319126,,,
0.3866538478526022,462,0.489410606622881,161586,0.71595899696678,,,
0.3877908542173145,463,0.49033054254981784,161935,0.7172803250288211,,,
0.3892593600101681,464,0.4915792013396447,162284,0.7184881084627953,,,
0.38841432374533796,465,0.49084165490651516,162633,0.717401214861938,,,
0.38940027392715915,466,0.4916518262086674,162982,0.7189294547269541,,,
0.3914114418914714,467,0.4932489875828601,163331,0.7210660131066439,,,
0.3903952071734474,468,0.4924364134038943,163680,0.719848020712079,,,
,469,,164029,,0.5774908063523011,0.47035171414163296,0.7838755692585848
0.3897632634888765,469,0.49190779525913425,164029,0.719451357778642,,,
0.38871527664678274,470,0.4911046226357123,164378,0.7178212906364724,,,
0.38808784493320214,471,0.4906508810989527,164727,0.7172291709222218,,,
0.3893068325756981,472,0.49153873511436563,165076,0.7186725911574923,,,
0.38780040888036327,473,0.4903347574165551,165425,0.7170582200189715,,,
0.3901803429339828,474,0.49222631784359167,165774,0.7197733444607359,,,
0.3916350804990402,475,0.4933861852618831,166123,0.7215573111372895,,,
0.3909570592415757,476,0.4929762933713877,166472,0.7205008258109106,,,
0.38980235841177047,477,0.49196371596435906,166821,0.7195259028656092,,,
0.3882557659378712,478,0.49072528274147054,167170,0.717668812049494,,,
,479,,167519,,0.6082677360510135,0.4861188973277832,0.77687903678063
0.3898229811072261,479,0.49196240672033503,167519,0.719428382152131,,,
0.38882487502309776,480,0.49115060229366264,167868,0.7182583084762266,,,
0.38881502233273574,481,0.49115238363073566,168217,0.7180225623712839,,,
0.38854732844856565,482,0.49096026291452094,168566,0.7177776784814872,,,
0.3887811649101325,483,0.4911088768487864,168915,0.7183611413469286,,,
0.387940626150034,484,0.49048646798548495,169264,0.7167747300812028,,,
0.3910941246064173,485,0.4930033775146305,169613,0.7204177113180514,,,
0.39029230927796643,486,0.49238330449408396,169962,0.719502774213993,,,
0.3889642319181976,487,0.49131557129961073,170311,0.7180494510683425,,,
0.3914303563276625,488,0.4933052788858334,170660,0.7210035788637177,,,
,489,,171009,,0.6023168124902994,0.48132434935297796,0.7769155974435322
0.3868249660470702,489,0.48954813694888344,171009,0.7161608808020123,,,
0.3872579289971045,490,0.4900120956140401,171358,0.7160305252731016,,,
0.3910914461101485,491,0.49297874114324064,171707,0.7210490929021534,,,
0.390398568623003,492,0.49243225885025604,172056,0.7203531784451109,,,
0.3889286909005554,493,0.49127145106722353,172405,0.7183348866110202,,,
0.3874808095938565,494,0.49008813377996585,172754,0.7167063059984441,,,
0.3887146392927037,495,0.49105739735897425,173103,0.7180759462722733,,,
0.3876976182015568,496,0.49026107736934454,173452,0.7169344008481262,,,
0.3906031160510403,497,0.4925895952340835,173801,0.7203687432843838,,,
0.3889149809651711,498,0.49122972584963415,174150,0.7183483746810081,,,
,499,,174499,,0.5974298729333313,0.4781632634369463,0.7766557447981114
0.3860270095011445,499,0.48890698598160415,174499,0.7148262176950886,,,
