epoch,train_mIoU,train_OA,step,train_F1
0,0.16004223018644376,0.47209571325386707,698,0.4849253404323097
1,0.2037400132863071,0.4605104940302552,1397,0.4658496131144937
2,0.2082833013709633,0.4642673650695189,2096,0.47573487237159084
3,0.21590135385610743,0.4780000351017636,2795,0.48862611792898947
4,0.20847714535714346,0.46386845360839135,3494,0.4764408824430231
