train_mIoU,train_F1,epoch,step,train_OA,val_F1,val_mIoU,val_OA
0.5245298113052103,0.8806767420733669,134,47114,0.8577188092862977,,,
0.5234817708308546,0.8796829696327673,135,47463,0.8567070291513699,,,
0.5215954534736823,0.8779000847176048,136,47812,0.8549341895860381,,,
0.5203831212384036,0.8767461937651881,137,48161,0.8535169147830295,,,
0.5222152352901331,0.8784881100578903,138,48510,0.8553229170747335,,,
,,139,48859,,0.8785747368851622,0.5234382310643174,0.8580900890992407
0.5233417588581197,0.8795455700651622,139,48859,0.8561825028121641,,,
0.5236462871906512,0.8798446102133939,140,49208,0.8566217067248498,,,
0.5227241746056919,0.8789775340658512,141,49557,0.8560326912341621,,,
0.5234666509717117,0.8796760518001756,142,49906,0.856579296909977,,,
0.5222543515536247,0.8785319970157284,143,50255,0.8553382195852546,,,
,,144,50604,,0.8715060513827991,0.5165110000569274,0.8540122154915674
0.522085939250057,0.8783698455488449,144,50604,0.8550845039608143,,,
0.5226283918765449,0.8788856980530999,145,50953,0.8557820142510968,,,
0.5240333822057212,0.8802025898958754,146,51302,0.8573480731778294,,,
0.5228414406472738,0.8790676677125873,147,51651,0.8557095022119559,,,
0.5233620104895051,0.8795668794793816,148,52000,0.8565134961147362,,,
,,149,52349,,0.8687300441997434,0.5141378042808485,0.8533601666441045
0.5240926664055534,0.8802639038635827,149,52349,0.8569717407226561,,,
0.5242966230473546,0.8804540764533744,150,52698,0.8569458138976874,,,
0.5238181456019925,0.880003494114837,151,53047,0.856655415969455,,,
0.5245365100140001,0.8806778524297931,152,53396,0.8577233344572661,,,
0.5256977802568598,0.8817690160443713,153,53745,0.858772758768076,,,
,,154,54094,,0.8725644221077706,0.5178532767096523,0.8554938288018241
0.5215135661933743,0.8778326788321886,154,54094,0.8550273162929238,,,
0.5239628380090113,0.8801343178857433,155,54443,0.8571189290131401,,,
0.5243636176013794,0.8805156200611346,156,54792,0.8571350403706459,,,
0.524638447584207,0.8807750511504646,157,55141,0.8575254729962279,,,
0.5227185006279085,0.8789694323404114,158,55490,0.8564504279106597,,,
,,159,55839,,0.8768680388491711,0.522138267912815,0.8584005525796707
0.5250203514386951,0.8811322004385089,159,55839,0.8577621809732605,,,
0.523109890251023,0.8793359962285441,160,56188,0.8561995104595719,,,
0.525177445363763,0.8812812704697475,161,56537,0.8575873388601919,,,
0.5242727196898148,0.8804317521232297,162,56886,0.8572622479545351,,,
0.5237343415714208,0.879923926548476,163,57235,0.8562923092555179,,,
,,164,57584,,0.8631084895904341,0.507656128994125,0.8463693750966881
0.5240212989107138,0.8801965981193756,164,57584,0.8568574528297925,,,
0.5240526855020096,0.8802238078296896,165,57933,0.8571078456233769,,,
0.5248034546440276,0.8809325137851373,166,58282,0.8580575850085063,,,
0.5241744486442245,0.8803379214531815,167,58631,0.8574051952635319,,,
0.5246019657816515,0.8807414150749033,168,58980,0.8574907800188036,,,
,,169,59329,,0.8718890984167003,0.5169436797476514,0.8547227311842499
0.39297648890401443,0.8801485060000218,169,59329,0.8570645176578728,,,
0.5239087576246669,0.8800891978110524,170,59678,0.8566896935930224,,,
0.5272073121651877,0.8831857339276858,171,60027,0.8598803326188663,,,
0.5241871638534752,0.8803538087660245,172,60376,0.857378568895225,,,
0.5243787638538873,0.8805345717120934,173,60725,0.857256214393244,,,
,,174,61074,,0.8694821800065656,0.5144143103757638,0.8522295054822852
0.5248584212614755,0.8809842169121862,174,61074,0.8575369717398481,,,
0.5247609817794395,0.8808938600476658,175,61423,0.857708447300602,,,
0.5239418305949887,0.8801228358523403,176,61772,0.8568926704647205,,,
0.5263892956747857,0.8824166173889725,177,62121,0.8592700029170955,,,
0.392463918532818,0.8794991937692698,178,62470,0.8563338883626767,,,
,,179,62819,,0.8518488517794174,0.4963339637110045,0.8372712088103329
0.5256763355370802,0.8817503364448371,179,62819,0.8586707347443587,,,
0.5252510941524181,0.8813530812718737,180,63168,0.858567573962717,,,
0.5253687101214978,0.881461509936331,181,63517,0.8583726855608658,,,
0.5276442502679836,0.8835909785168243,182,63866,0.8603482833906024,,,
0.524790980616499,0.88091796037623,183,64215,0.8573657803685752,,,
,,184,64564,,0.861903724407654,0.5069148872998827,0.8471122212929287
0.5245670963352899,0.8807085406203159,184,64564,0.8573668078228531,,,
0.5279685956976984,0.8838969817004294,185,64913,0.8605045876052112,,,
0.5236310388860611,0.8798309230908481,186,65262,0.8570455862662852,,,
0.525402050933732,0.8814947944931004,187,65611,0.8585478118634154,,,
0.5242622840667536,0.8804193904674457,188,65960,0.8570063462571632,,,
,,189,66309,,0.8691590023744609,0.5146295458523981,0.8530771991994108
0.5261988130542418,0.8822421214227232,189,66309,0.8591039269564826,,,
0.52566698830699,0.8817440546380422,190,66658,0.8585498667719711,,,
0.5240991875570057,0.8802715686146494,191,67007,0.8571112558971502,,,
0.5239105578075752,0.8800898688694546,192,67356,0.8565772638621506,,,
0.5245783354064099,0.8807210173574941,193,67705,0.8571662356313797,,,
,,194,68054,,0.8637888087017034,0.5087374814603148,0.8485812952022728
0.5250392038161091,0.8811514925659687,194,68054,0.8579931614392123,,,
0.5254828165805613,0.8815711789379879,195,68403,0.8584297857858388,,,
0.5263214780580341,0.8823567878072798,196,68752,0.8593266440667531,,,
0.527446192118686,0.8834096582116155,197,69101,0.8602260819137266,,,
0.525167561585076,0.8812749200550027,198,69450,0.8582436853971726,,,
,,199,69799,,0.8696035477822437,0.5145175025209927,0.852309425278464
0.5246725825783293,0.8808055409483206,199,69799,0.8576925108289307,,,
